geonameid,lat,lon,country_code,name_en,name_zh,population,is_city
2875379,52.30322,13.25405,DE,Ludwigsfelde,路德维希费尔德,24164,0
2875388,50.1264,11.55975,DE,Ludwigschorgast,,998,0
2875392,48.89731,9.19161,DE,Ludwigsburg,路德维希堡,87603,0
2875417,51.7683,7.44379,DE,Lüdinghausen,吕丁豪森,24094,0
2875426,53.71926,12.26315,DE,Lüdershagen,,581,0
2875427,52.35993,9.25422,DE,Lüdersfeld,吕德尔斯费尔德,1078,0
2875430,53.8683,11.74889,DE,Lüdersdorf,,4764,0
2875438,53.32142,10.5742,DE,Lüdersburg,,676,0
2875445,52.50912,11.74301,DE,Lüderitz,,1194,0
2875456,52.80878,10.66609,DE,Lüder,,1293,0
2875457,51.21977,7.6273,DE,Lüdenscheid,吕登沙伊德,79386,0
2875467,52.82139,11.58927,DE,Lückstedt,,603,0
2875473,53.70712,14.16028,DE,Luckow,,681,0
2875484,52.09029,13.16772,DE,Luckenwalde,卢肯瓦尔德,21616,0
2875494,49.73333,6.96667,DE,Lückenburg,,97,0
2875497,50.7,7.83333,DE,Luckenbach,,636,0
2875500,51.09019,12.08166,DE,Luckenau,,587,0
2875508,52.92592,11.05051,DE,Luckau,,742,0
2875509,51.85245,13.70735,DE,Luckau,卢考,10471,0
2875512,51.09727,12.33336,DE,Lucka,,4526,0
2875541,53.69056,10.53016,DE,Lüchow,,237,0
2875542,52.96743,11.15804,DE,Lüchow,呂肖,9678,0
2875558,53.46261,12.02917,DE,Lübz,吕布茨,6355,0
2875559,53.30081,11.08269,DE,Lübtheen,吕布滕,3858,0
2875561,53.72561,11.41471,DE,Lübstorf,,1570,0
2875577,53.85256,11.5244,DE,Lübow,,1418,0
2875585,54.13509,13.61687,DE,Lubmin,卢布明,1987,0
2875586,53.41554,11.451,DE,Lüblow,,684,0
2875594,53.48876,11.46132,DE,Lübesse,,789,0
2875601,53.86893,10.68729,DE,Lübeck,吕贝克,212207,0
2875603,52.91159,11.18099,DE,Lübbow,,846,0
2875608,53.33515,8.81081,DE,Lübberstedt,吕贝尔斯特,764,0
2875623,51.86217,13.95168,DE,Lubnjow,吕贝瑙,15778,0
2875625,51.93814,13.88826,DE,Lubin,,14713,0
2875626,52.30699,8.61423,DE,Lübbecke,,26815,0
2875631,52.61591,13.3535,DE,Lübars,,5160,0
2875645,53.47095,8.64584,DE,Loxstedt,洛克斯特特,16382,0
2875656,49.09558,9.38,DE,Löwenstein,勒文斯泰因,3070,0
2875659,54.62163,9.17264,DE,Löwenstedt,勒文斯特,657,0
2875734,49.93333,7.21667,DE,Lötzbeuren,,484,0
2875738,47.63333,8.56667,DE,Lottstetten,洛茨特滕,2179,0
2875742,54.45047,9.57262,DE,Lottorf,,201,0
2875760,52.28333,7.91667,DE,Lotte,,13580,0
2875785,52.20871,11.73795,DE,Lostau,,2014,0
2875799,50.62181,12.73147,DE,Lößnitz,,10433,0
2875815,48.4,8.45,DE,Loßburg,洛斯堡,6533,0
2875822,51.22194,11.4104,DE,Lossa,,856,0
2875824,49.97455,7.04316,DE,Lösnich,勒斯尼希,429,0
2875831,49.5099,6.74549,DE,Losheim,,16660,0
2875846,51.05386,13.81393,DE,Loschwitz,,20696,0
2875868,49.89833,8.29472,DE,Lörzweiler,,2085,0
2875870,52.92495,7.64339,DE,Lorup,洛鲁普,2986,0
2875874,49.73333,6.85,DE,Lorscheid,洛尔沙伊德,623,0
2875877,49.65,8.56667,DE,Lorsch,洛尔施,12744,0
2875881,47.61497,7.66457,DE,Lörrach,罗拉赫,47002,0
2875909,48.79833,9.6914,DE,Lorch,,11418,0
2875918,54.17554,10.21576,DE,Löptin,,292,0
2875951,54.51667,9.88333,DE,Loose,,841,0
2875965,54.14792,9.94932,DE,Loop,,197,0
2875968,54.02873,9.5236,DE,Looft,,392,0
2875977,49.77861,8.07667,DE,Lonsheim,,606,0
2875978,48.5434,9.91999,DE,Lonsee,隆塞,4759,0
2875979,50.31002,7.40509,DE,Lonnig,,1170,0
2875983,49.69882,10.76711,DE,Lonnerstadt,洛内尔斯塔特,1919,0
2875987,52.73644,7.75741,DE,Löningen,勒宁根,13096,0
2875988,49.80841,6.76832,DE,Longuich,,1233,0
2875989,49.89044,7.11764,DE,Longkamp,隆格坎普,1182,0
2875992,49.8,6.78333,DE,Longen,,84,0
2876009,51.19537,13.30917,DE,Lommatzsch,洛马茨希,5999,0
2876018,50.25637,7.86904,DE,Lollschied,,205,0
2876025,49.68333,7.58333,DE,Löllbach,勒尔巴赫,243,0
2876027,50.64652,8.70495,DE,Lollar,洛拉尔,10143,0
2876041,49.08456,12.65591,DE,Loitzendorf,,648,0
2876043,53.97526,13.13537,DE,Loitz,洛伊茨,0,0
2876044,53.44186,13.38835,DE,Loitz,,4236,0
2876048,52.29828,11.70002,DE,Loitsche,,680,0
2876064,54.61123,9.70374,DE,Loit,,282,0
2876065,54.11205,13.52825,DE,Loissin,,898,0
2876092,48.61667,12.43333,DE,Loiching,洛伊兴,3506,0
2876117,51.38333,14.4,DE,Lohsa,洛萨,4641,0
2876127,50.31667,8.05,DE,Lohrheim,,581,0
2876144,50.73333,8.63333,DE,Lohra,洛拉,5775,0
2876147,49.98922,9.57223,DE,Lohr am Main,美因河畔洛尔,16127,0
2876158,49.62768,7.60753,DE,Lohnweiler,洛恩韦勒,500,0
2876161,49.55,7.85,DE,Lohnsfeld,,999,0
2876185,52.66561,8.23826,DE,Lohne,洛内,28089,0
2876186,52.50067,7.22091,DE,Lohne,,7000,0
2876187,52.18848,8.6922,DE,Löhne,勒讷,39521,0
2876194,50.51299,8.27202,DE,Löhnberg,伦贝格,4502,0
2876211,53.68298,12.0944,DE,Lohmen,,825,0
2876212,50.98831,14.00268,DE,Lohmen,,3298,0
2876215,54.58313,13.61067,DE,Lohme,,629,0
2876218,50.83868,7.21399,DE,Lohmar,洛马尔,31339,0
2876228,50.61167,11.85202,DE,Löhma,,264,0
2876249,48.31667,12.45,DE,Lohkirchen,,660,0
2876282,51.26667,9.53333,DE,Lohfelden,洛费尔登,13825,0
2876306,54.33333,9.53333,DE,Lohe-Föhrden,,622,0
2876357,49.17604,13.10549,DE,Lohberg,,2151,0
2876388,53.94548,9.63548,DE,Lohbarbek,,765,0
2876461,47.88405,8.34384,DE,Löffingen,勒芬根,7939,0
2876462,48.77214,8.38463,DE,Loffenau,洛费瑙,2695,0
2876484,50.23333,7.43333,DE,Löf,,1519,0
2876489,51,12.38333,DE,Lödla,,762,0
2876510,54.02252,14.00754,DE,Loddin,洛丁,1037,0
2876529,54.00457,9.6858,DE,Lockstedt,,191,0
2876539,53.28632,11.77921,DE,Löcknitz,,2919,0
2876554,50.60556,7.86597,DE,Lochum,,342,0
2876604,49.00361,9.10639,DE,Löchgau,勒希高,5352,0
2876645,51.39738,12.05303,DE,Lochau,,1124,0
2876682,52.11509,12.0784,DE,Loburg,,2467,0
2876683,51.04358,13.69444,DE,Löbtau,,21205,0
2876684,50.95245,11.61509,DE,Löbstedt,,843,0
2876685,51.13361,12.44861,DE,Lobstädt,,2675,0
2876697,54.29537,12.71929,DE,Löbnitz,,725,0
2876698,51.59238,12.46347,DE,Löbnitz,,2216,0
2876708,50.89383,12.26366,DE,Löbichau,勒比肖,1263,0
2876712,50.96667,11.7,DE,Löberschütz,,162,0
2876714,51.65393,12.14655,DE,Löberitz,,1096,0
2876721,50.45223,11.6393,DE,Bad Lobenstein,巴特洛本施泰因,5523,0
2876739,51.63533,11.90106,DE,Löbejün,,2335,0
2876741,50.89562,11.60191,DE,Lobeda,,23508,0
2876755,51.09954,14.66738,DE,Löbau,勒鲍,18374,0
2876787,49.91444,11.01028,DE,Litzendorf,利岑多夫,6101,0
2876790,47.71409,9.17307,DE,Litzelstetten,,3861,0
2876837,55.01917,8.43132,DE,List,,2642,0
2876842,50.31667,6.6,DE,Lissendorf,利森多夫,1130,0
2876865,51.67369,8.34482,DE,Lippstadt,利普施塔特,67219,0
2876870,51.45769,10.55348,DE,Lipprechterode,,680,0
2876873,50.13333,7.86667,DE,Lipporn,,300,0
2876929,50.70884,8.05848,DE,Lippe,,520,0
2876952,50.56884,7.28445,DE,Linz am Rhein,莱茵河畔林茨,6008,0
2876963,53.60341,8.87876,DE,Lintig,,1385,0
2876965,52.15,12.78333,DE,Linthe,,945,0
2877011,52.59354,9.30262,DE,Linsburg,林斯堡,992,0
2877021,50.98002,6.27049,DE,Linnich,利尼希,13827,0
2877049,51.33743,6.64241,DE,Linn,,5911,0
2877061,50.57194,7.55583,DE,Linkenbach,,486,0
2877078,50.09419,7.56456,DE,Lingerhahn,,501,0
2877082,49.25389,8.33861,DE,Lingenfeld,林根费尔德,5433,0
2877088,52.52269,7.32555,DE,Lingen,林根,51310,0
2877104,52.60784,9.68737,DE,Lindwedel,,2418,0
2877112,52.59157,11.53076,DE,Lindstedt,,632,0
2877126,52.96689,12.98498,DE,Lindow,林多夫,3336,0
2877142,51.01959,7.37758,DE,Lindlar,林德拉尔,21665,0
2877158,50.78887,11.60141,DE,Lindig,,299,0
2877171,52.35789,9.28319,DE,Lindhorst,林德霍尔斯特,4658,0
2877204,54.7,9.2,DE,Lindewitt,,2114,0
2877205,51.31667,9.95,DE,Lindewerra,,262,0
2877216,52.84467,7.78001,DE,Lindern,林德尔恩,0,0
2877251,49.9,7.4,DE,Lindenschied,,238,0
2877259,50.85,11.91667,DE,Lindenkreuz,,511,0
2877262,51.5474,7.45025,DE,Lindenhorst,,6005,0
2877315,49.68369,8.78151,DE,Lindenfels,林登费尔斯,5456,0
2877335,52.24578,10.5619,DE,Lindenberg,,2728,0
2877336,47.60284,9.88549,DE,Lindenberg,,11587,0
2877357,49.38028,8.09861,DE,Lindenberg,,1178,0
2877425,51.4,13.73333,DE,Lindenau,林德瑙,758,0
2877438,52.37204,9.70676,DE,Linden-Nord,,16141,0
2877439,52.36449,9.71157,DE,Linden,,38284,0
2877441,54.25127,9.18421,DE,Linden,,859,0
2877448,50.6,7.85,DE,Linden,,159,0
2877455,49.35,7.65,DE,Linden,,1230,0
2877525,49.0368,13.25423,DE,Lindberg,林德贝格,2355,0
2877545,54.38531,9.90465,DE,Lindau,,1378,0
2877546,52.03751,12.10788,DE,Lindau,,1207,0
2877550,47.54612,9.68431,DE,Lindau,林道,24518,0
2877605,51.85677,13.10315,DE,Linda,,604,0
2877616,50.5,6.93333,DE,Lind,,0,0
2877617,50.32257,7.03475,DE,Lind,,47,0
2877624,53.64446,10.46853,DE,Linau,,1182,0
2877642,52.37528,9.6908,DE,Limmer,,6283,0
2877647,49.42444,8.39194,DE,Limburgerhof,林布尔格霍夫,10753,0
2877648,50.3836,8.0503,DE,Limburg an der Lahn,兰河畔林堡,33820,0
2877673,50.85882,12.76165,DE,Limbach-Oberfrohna,林巴-奥贝尔夫罗纳,23673,0
2877681,50.7,7.8,DE,Limbach,,379,0
2877683,50.58333,12.25,DE,Limbach,,1574,0
2877690,49.73333,7.55,DE,Limbach,,361,0
2877693,49.46194,9.21111,DE,Limbach,,0,0
2877709,53.14193,8.90338,DE,Lilienthal,,18293,0
2877732,52.46992,14.34008,DE,Lietzen,,779,0
2877747,54.156,9.06081,DE,Lieth,,0,0
2877754,53.88797,12.34002,DE,Liessow,,582,0
2877759,50.03333,6.48333,DE,Ließem,,97,0
2877767,51.50395,11.86208,DE,Lieskau,,2711,0
2877771,49.91667,7.01667,DE,Lieser,,1185,0
2877773,50.08333,7.28333,DE,Liesenich,,361,0
2877786,50.25,7.03333,DE,Lirstal,,262,0
2877787,50.16667,7.75,DE,Lierschied,,508,0
2877792,50.13333,6.36667,DE,Lierfeld,,77,0
2877803,53.71937,14.02756,DE,Liepgarten,,895,0
2877826,52.86213,13.96946,DE,Liepe,,801,0
2877843,52.15,7.98333,DE,Lienen,利嫩,8797,0
2877863,50.13333,7.35,DE,Lieg,,431,0
2877889,51.05,11.4,DE,Liebstedt,利布斯特,446,0
2877891,50.86417,13.85694,DE,Liebstadt,利布斯塔特,1367,0
2877892,50.03333,7.63333,DE,Liebshausen,,514,0
2877894,50.77067,12.0326,DE,Liebsdorf,,780,0
2877895,50.82786,12.09329,DE,Liebschwitz,,1336,0
2877904,50.20789,9.1432,DE,Lieblos,,3761,0
2877905,54.03001,12.32924,DE,Lieblingshof,,710,0
2877932,51.98491,14.29987,DE,Lieberose,利贝罗塞,1638,0
2877942,52.87125,13.39465,DE,Liebenwalde,利本瓦尔德,4649,0
2877948,50.76667,10.85,DE,Liebenstein,利本斯泰因,415,0
2877955,50.69722,8.09833,DE,Liebenscheid,利本沙伊德,932,0
2877969,52.02176,10.43169,DE,Liebenburg,利本堡,9492,0
2877979,52.60362,9.09719,DE,Liebenau,,4009,0
2877980,51.49699,9.28207,DE,Liebenau,,3606,0
2877986,50.64752,7.15877,DE,Ließem,,1611,0
2878018,52.4333,13.30762,DE,Lichterfelde,,85885,0
2878022,51.59755,13.7781,DE,Lichterfeld,,983,0
2878027,50.69255,12.42585,DE,Lichtentanne,利希滕塔内,7163,0
2878037,50.75659,12.63025,DE,Lichtenstein,,10875,0
2878044,52.39844,13.40637,DE,Lichtenrade,,52110,0
2878062,50.91629,11.57067,DE,Lichtenhain,,1286,0
2878074,50.14567,11.05928,DE,Lichtenfels,利希滕费尔斯,21336,0
2878093,50.11667,6.3,DE,Lichtenborn,,364,0
2878102,52.51395,13.49975,DE,Lichtenberg,,41359,0
2878109,51.18333,13.96667,DE,Lichtenberg,,1736,0
2878111,50.83492,13.42478,DE,Lichtenberg,,3060,0
2878114,50.38335,11.67624,DE,Lichtenberg,,1184,0
2878133,51.61707,8.89665,DE,Lichtenau,,11268,0
2878138,49.15979,10.37935,DE,Lichtenau,,3741,0
2878140,48.72607,8.00486,DE,Lichtenau,,5023,0
2878153,50.5177,11.18483,DE,Lichte,利希特,1906,0
2878166,50.52085,8.81567,DE,Lich,利希,13534,0
2878204,54.83333,8.93333,DE,Lexgaard,,62,0
2878234,51.0303,6.98432,DE,Leverkusen,勒沃库森,162738,0
2878270,47.82672,10.0205,DE,Leutkirch,阿尔戈伊地区洛伊特基希,22362,0
2878284,50.45,7.38333,DE,Leutesdorf,洛伊特斯多夫,1894,0
2878289,49.29869,10.41189,DE,Leutershausen,洛伊特尔斯豪森,5592,0
2878290,50.95,14.65,DE,Leutersdorf,,4284,0
2878291,50.51667,10.55,DE,Leutersdorf,,298,0
2878295,50.49583,7.81889,DE,Leuterod,,850,0
2878298,51.05,11.36667,DE,Leutenthal,,266,0
2878308,50.56354,11.45619,DE,Leutenberg,洛伊滕贝格,2521,0
2878310,49.7095,11.17224,DE,Leutenbach,,1775,0
2878313,48.88791,9.39267,DE,Leutenbach,,10717,0
2878342,50.3,11.8,DE,Leupoldsgrün,洛伊波尔茨格林,1382,0
2878350,51.31783,12.01589,DE,Leuna,洛伊纳,6929,0
2878351,50.55129,8.35836,DE,Leun,洛因,6116,0
2878352,50.88015,12.10744,DE,Leumnitz,,1199,0
2878375,49.59737,12.2584,DE,Leuchtenberg,洛伊希滕贝格,1299,0
2878382,50.8,13.16667,DE,Leubsdorf,,3981,0
2878384,50.55,7.3,DE,Leubsdorf,,1724,0
2878387,50.72313,12.3566,DE,Leubnitz,,1509,0
2878396,51.01122,13.82029,DE,Leuben,,38353,0
2878410,52.44615,11.48518,DE,Letzlingen,,1622,0
2878422,49.73333,7.73333,DE,Lettweiler,,242,0
2878471,52.64379,14.36007,DE,Letschin,莱茨欣,4973,0
2878673,52.01246,8.69834,DE,Leopoldshöhe,莱奥波尔茨赫黑,16219,0
2878675,53.77413,13.89348,DE,Leopoldshagen,,793,0
2878693,49.94708,12.2852,DE,Leonberg,,1051,0
2878695,48.8,9.01667,DE,Leonberg,莱翁贝格,49480,0
2878702,47.86832,8.20211,DE,Lenzkirch,伦茨基希,5111,0
2878731,53.09176,11.47453,DE,Lenzen,,2664,0
2878751,48.81029,11.45868,DE,Lenting,伦廷,0,0
2878755,53.87318,9.88611,DE,Lentföhrden,,2332,0
2878760,51.33333,10.06667,DE,Lenterode,,311,0
2878773,54.21652,10.88326,DE,Lensahn,伦萨恩,5085,0
2878784,51.11721,8.06707,DE,Lennestadt,莱内斯塔特,28102,0
2878795,51.89387,9.68299,DE,Lenne,,752,0
2878810,51.20023,7.96751,DE,Lenhausen,,1140,0
2878824,47.68271,11.57474,DE,Lenggries,伦里斯,9432,0
2878829,50.53333,10.65,DE,Lengfeld,,478,0
2878838,52.55381,7.53164,DE,Lengerich,,2679,0
2878840,52.18661,7.86043,DE,Lengerich,,22697,0
2878844,47.7,10.6,DE,Lengenwang,,1375,0
2878852,50.5694,12.36408,DE,Lengenfeld,,8141,0
2878863,53.3,9.51667,DE,Lengenbostel,,427,0
2878876,51.11628,11.71201,DE,Lengefeld,,779,0
2878878,50.71911,13.1929,DE,Lengefeld,伦格费尔德,4834,0
2878879,52.20487,10.30775,DE,Lengede,伦格德,12993,0
2878881,48.25737,12.04973,DE,Lengdorf,伦多夫,2648,0
2878918,53.68998,10.09648,DE,Lemsahl-Mellingstedt,,6554,0
2878927,50.72179,11.83322,DE,Lemnitz,,408,0
2878943,52.02786,8.89901,DE,Lemgo,莱姆戈,41943,0
2878944,52.46554,8.37591,DE,Lemförde,莱姆弗尔德,2936,0
2878946,52.5249,8.36858,DE,Lembruch,,996,0
2878948,49.17309,7.65111,DE,Lemberg,,4317,0
2878974,53.84279,12.73205,DE,Lelkendorf,,620,0
2878982,49.81667,6.88333,DE,Leiwen,,1460,0
2878983,49.58333,7.21667,DE,Leitzweiler,莱茨韦勒,127,0
2878986,52.05818,11.95203,DE,Leitzkau,,1130,0
2879106,51.1826,11.90954,DE,Leißling,,1541,0
2879109,51.15743,12.9279,DE,Leisnig,莱斯尼希,6968,0
2879121,49.71667,7.2,DE,Leisel,,590,0
2879139,51.33962,12.37129,DE,Leipzig,莱比锡,504971,0
2879150,48.45004,10.22278,DE,Leipheim,莱普海姆,6822,0
2879159,48.84941,9.8775,DE,Leinzell,莱因策尔,2241,0
2879162,49.18333,8.01917,DE,Leinsweiler,,403,0
2879173,50.13333,7.56667,DE,Leiningen,,792,0
2879178,52.39854,9.67054,DE,Leinhausen,,3592,0
2879185,48.69406,9.16809,DE,Leinfelden-Echterdingen,莱因费尔登-埃希特尔丁根,41185,0
2879193,51.38796,10.3262,DE,Leinefelde-Worbis,,13740,0
2879199,52.13452,10.44735,DE,Leinde,,700,0
2879200,49.45167,11.31,DE,Leinburg,莱因堡,6446,0
2879230,49.12421,8.34531,DE,Leimersheim,,2624,0
2879241,49.34737,8.68733,DE,Leimen,萊门,27142,0
2879242,49.27373,7.76863,DE,Leimen,,993,0
2879260,50.81667,10.2,DE,Leimbach,,1881,0
2879262,50.40392,6.92774,DE,Leimbach,,0,0
2879263,50.01667,6.25,DE,Leimbach,,79,0
2879275,52.43948,10.43461,DE,Leiferde,莱费尔德,0,0
2879276,52.20445,10.50842,DE,Leiferde,,1911,0
2879280,50.21667,7.08333,DE,Leienkaul,,0,0
2879299,49.90139,9.22167,DE,Leidersbach,莱德尔斯巴赫,4997,0
2879307,50.13333,6.21667,DE,Leidenborn,,167,0
2879315,51.10628,7.01873,DE,Leichlingen,莱希林根,28078,0
2879326,48.77565,12.51793,DE,Leiblfing,,3919,0
2879335,48.04263,9.01308,DE,Leibertingen,莱贝尔廷根,2307,0
2879367,52.37193,9.97919,DE,Lehrte,莱尔特,43920,0
2879375,49.13111,9.32722,DE,Lehrensteinsfeld,莱伦斯泰因斯费尔德,1986,0
2879378,52.32793,10.66899,DE,Lehre,,11777,0
2879381,49.34568,10.51101,DE,Lehrberg,莱尔贝格,3104,0
2879391,50.93333,11.43333,DE,Lehnstedt,,344,0
2879434,52.27625,10.47924,DE,Lehndorf,,4933,0
2879461,53.59391,10.74965,DE,Lehmrade,,460,0
2879464,54.23333,10.36667,DE,Lehmkuhlen,莱姆库伦,1472,0
2879498,50.28333,7.45,DE,Lehmen,莱门,1470,0
2879543,50.98333,11.58333,DE,Lehesten,,2103,0
2879620,54.34143,9.02374,DE,Lehe,,1155,0
2879621,53.00281,7.34368,DE,Lehe,,943,0
2879653,52.03333,7.1,DE,Legden,莱格登,6725,0
2879654,52.91884,11.96325,DE,Legde,,752,0
2879657,47.85628,10.12981,DE,Legau,莱高,3215,0
2879666,53.86532,10.25438,DE,Leezen,,1677,0
2879667,53.66265,11.49874,DE,Leezen,,2222,0
2879668,53.54787,7.29574,DE,Leezdorf,,1950,0
2879685,52.50484,9.11546,DE,Leese,,1749,0
2879697,53.23157,7.461,DE,Leer,,33886,0
2879701,49.85667,8.43944,DE,Leeheim,,4350,0
2879713,52.7234,13.19304,DE,Leegebruch,莱格布鲁,6541,0
2879728,50.8,11.91667,DE,Lederhose,,287,0
2879758,54.76667,8.98333,DE,Leck,,7593,0
2879789,47.70162,10.79493,DE,Lechbruck,,2442,0
2879794,51.79572,13.42068,DE,Lebusa,莱布萨,910,0
2879795,52.42719,14.53235,DE,Lebus,莱布斯,3447,0
2879797,54.21726,10.42152,DE,Lebrade,,640,0
2879832,49.41122,6.90988,DE,Lebach,,19468,0
2879843,52.10703,14.64151,DE,Lawitz,,680,0
2879846,51.08333,14.6,DE,Lawalde,拉瓦尔德,2131,0
2879861,49.93333,7.26667,DE,Lautzenhausen,,351,0
2879862,50.67361,7.96444,DE,Lautzenbrücken,,364,0
2879865,47.89805,10.11806,DE,Lautrach,劳特拉赫,1198,0
2879870,50.58333,9.28333,DE,Lautertal,,2638,0
2879872,50.16889,7.84083,DE,Lautert,,264,0
2879875,49.58722,8.09833,DE,Lautersheim,,615,0
2879892,49.3684,11.60294,DE,Lauterhofen,劳特罗芬,3773,0
2879895,49.64993,7.59265,DE,Lauterecken,劳特雷肯,2292,0
2879926,51.06667,10.35,DE,Lauterbach,,633,0
2879929,50.63558,9.39777,DE,Lauterbach,劳特尔巴赫,14487,0
2879933,49.18445,6.74378,DE,Lauterbach,,0,0
2879944,48.22999,8.3424,DE,Lauterbach/Schwarzwald,,3193,0
2879950,48.2562,9.58034,DE,Lauterach,,594,0
2879964,50.56264,12.73513,DE,Lauter,,5028,0
2879966,49.97317,10.78842,DE,Lauter,,1141,0
2879981,48.48185,8.02732,DE,Lautenbach,,1945,0
2879989,48.52071,8.11514,DE,Lautenbach,,0,0
2880001,51.25,13.88333,DE,Laußnitz,劳斯尼茨,2102,0
2880002,51.54676,12.6293,DE,Laußig,劳西希,2082,0
2880047,49.73333,7.61667,DE,Lauschied,劳席德,613,0
2880052,50.47687,11.15962,DE,Lauscha,,4104,0
2880073,50.33222,7.91139,DE,Laurenburg,,326,0
2880077,48.22786,9.87874,DE,Laupheim,劳普海姆,19012,0
2880079,50.08333,6.33333,DE,Lauperath,,118,0
2880087,49.55405,8.23538,DE,Laumersheim,劳梅尔斯海姆,889,0
2880099,48.56775,10.42706,DE,Lauingen,劳因根,11510,0
2880102,48.53333,10.7,DE,Laugna,劳格纳,1583,0
2880111,49.0734,9.14567,DE,Lauffen am Neckar,内卡河畔劳芬,11068,0
2880113,49.89649,7.30502,DE,Laufersweiler,劳弗尔斯韦勒,847,0
2880121,47.56512,8.06045,DE,Laufenburg,,8515,0
2880129,47.93568,12.92856,DE,Laufen,劳芬,6869,0
2880132,50.08333,6.86667,DE,Laufeld,,497,0
2880135,50.51605,8.45982,DE,Laufdorf,,1800,0
2880144,49.51386,11.28247,DE,Lauf an der Pegnitz,佩格尼茨河畔劳夫,26403,0
2880146,50.01667,9.3,DE,Laufach,劳法,5354,0
2880150,48.65,8.13333,DE,Lauf,,3973,0
2880176,52.35547,9.20637,DE,Lauenhagen,,1524,0
2880181,53.37199,10.55654,DE,Lauenburg,,11814,0
2880184,53.2002,9.56359,DE,Lauenbrück,劳恩布吕克,2152,0
2880189,52.27393,9.36928,DE,Lauenau,劳埃瑙,4198,0
2880203,49.74583,9.17611,DE,Laudenbach,,1399,0
2880204,49.61333,8.65389,DE,Laudenbach,,6141,0
2880211,50.99371,10.15694,DE,Lauchröden,,1028,0
2880215,48.87135,10.24222,DE,Lauchheim,劳海姆,4609,0
2880221,51.48813,13.76623,DE,Lauchhammer,劳哈梅尔,18990,0
2880228,51.22422,11.67988,DE,Laucha,,2517,0
2880230,50.92582,10.54313,DE,Laucha,,533,0
2880235,51.67444,14.44197,DE,Laubsdorf,,510,0
2880271,49.91667,7.9,DE,Laubenheim,劳本海姆,844,0
2880280,48.05928,10.29014,DE,Lauben,,1361,0
2880282,47.78333,10.3,DE,Lauben,,3274,0
2880308,50.54196,8.99034,DE,Laubach,劳巴赫,10205,0
2880310,50.23277,7.07333,DE,Laubach,,1073,0
2880311,50.05,7.5,DE,Laubach,,0,0
2880351,52.86024,7.32431,DE,Lathen,拉滕,5754,0
2880355,53.99494,10.06441,DE,Latendorf,,608,0
2880356,51.80885,11.8,DE,Latdorf,,802,0
2880357,52.79468,7.86715,DE,Lastrup,拉斯特鲁普,6684,0
2880375,53.94835,13.84974,DE,Lassan,,1462,0
2880388,50.11667,6.46667,DE,Lasel,,355,0
2880396,50.11667,6.41667,DE,Lascheid,,74,0
2880400,53.73333,10.36667,DE,Lasbek,拉斯贝克,1162,0
2880404,53.29307,12.74658,DE,Lärz,莱尔茨,604,0
2880425,49.04694,12.0913,DE,Lappersdorf,拉珀斯多夫,12744,0
2880483,53.38713,10.60492,DE,Lanze,,427,0
2880485,53.07442,11.59908,DE,Lanz,兰茨,902,0
2880489,51.57504,7.56752,DE,Lanstrop,,4176,0
2880498,52.43623,13.3459,DE,Lankwitz,,43558,0
2880503,53.64983,11.36913,DE,Lankow,,10756,0
2880515,53.66777,10.66592,DE,Lankau,,515,0
2880528,49.38333,7.5,DE,Langwieden,,273,0
2880536,49.78306,7.18711,DE,Langweiler,,0,0
2880537,49.66667,7.51667,DE,Langweiler,,279,0
2880539,48.49095,10.8531,DE,Langweid,,7653,0
2880546,54.21033,9.92761,DE,Langwedel,,1372,0
2880547,52.97908,9.18433,DE,Langwedel,朗韦德尔,14755,0
2880564,51.15001,10.4167,DE,Langula,兰古拉,1135,0
2880565,49.72442,6.49906,DE,Langsur,朗苏尔,1634,0
2880573,54.61667,9.38333,DE,Langstedt,,1037,0
2880589,50.38333,7.11667,DE,Langscheid,,95,0
2880597,48.82318,12.05134,DE,Langquaid,朗库艾德,5159,0
2880613,52.5562,10.28407,DE,Langlingen,朗林根,2303,0
2880666,53.68624,12.43627,DE,Langhagen,朗哈根,702,0
2880672,50.5,8.66667,DE,Langgöns,兰根斯,12283,0
2880684,50.67252,10.97102,DE,Langewiesen,兰格维森,3793,0
2880699,52.33333,14.1,DE,Langewahl,,855,0
2880726,50.81667,6.35,DE,Langerwehe,兰格尔韦黑,14027,0
2880758,48.1459,10.75894,DE,Langerringen,兰格林根,3802,0
2880861,53.74552,7.48175,DE,Langeoog,兰格奥格,1990,0
2880862,49.49463,10.7923,DE,Langenzenn,兰根岑,10629,0
2880864,50.63546,11.95416,DE,Langenwolschendorf,,949,0
2880871,50.67884,12.09407,DE,Langenwetzendorf,兰根韦岑多夫,3774,0
2880886,49.83333,7.56667,DE,Langenthal,,97,0
2880905,51.85551,10.98822,DE,Langenstein,,1996,0
2880912,49.64051,11.07104,DE,Langensendelbach,,2837,0
2880913,50.17657,9.04003,DE,Langenselbold,朗根塞尔博德,12660,0
2880926,50.35598,7.95166,DE,Langenscheid,,567,0
2880957,48.42569,11.97217,DE,Langenpreising,兰根普赖兴,2496,0
2880960,50.74067,11.58023,DE,Langenorla,兰格诺尔拉,1490,0
2880965,48.26667,10.6,DE,Langenneufnach,兰格诺伊夫纳,1751,0
2880968,48.60658,11.21378,DE,Langenmosen,兰根莫森,1496,0
2880978,49.9,7.9,DE,Langenlonsheim,兰根隆斯海姆,3673,0
